age,juv_fel_count,juv_misd_count,juv_other_count,priors_count,jail_time,sex,race,c_charge_degree,decile_score,two_year_recid,compas_score,compas_class
42,0,0,0,2,0.0,1,2,1,5,0,0.5,0
46,0,0,0,5,202.0,1,2,1,1,1,0.1,0
42,0,0,0,0,34.0,1,2,1,10,1,1.0,1
37,0,0,0,12,25.0,1,2,1,3,0,0.3,0
29,0,0,0,7,1.0,1,3,1,10,1,1.0,1
32,0,0,1,8,4.0,1,2,1,4,0,0.4,0
31,0,0,0,5,3.0,1,1,1,6,0,0.6,0
33,0,0,0,1,1.0,2,2,2,1,0,0.1,0
25,0,0,0,4,183.0,1,3,1,4,0,0.4,0
33,0,0,0,0,1.0,2,2,2,1,0,0.1,0
21,0,0,0,1,0.0,1,4,1,5,0,0.5,0
64,0,0,0,7,76.0,2,3,2,3,0,0.3,0
35,0,0,0,1,49.0,1,3,1,1,1,0.1,0
56,0,0,0,1,2.0,1,2,1,1,0,0.1,0
38,0,0,0,0,2.0,1,3,2,3,1,0.3,0
40,0,0,0,4,1.0,2,2,2,1,0,0.1,0
34,0,0,0,3,94.0,1,2,1,7,0,0.7,1
28,0,0,1,4,1.0,1,2,1,4,0,0.4,0
51,0,0,0,0,1.0,1,2,2,1,0,0.1,0
35,0,0,0,2,1.0,1,2,2,2,0,0.2,0
61,0,0,0,5,12.0,1,2,1,2,0,0.2,0
25,0,0,0,0,1.0,1,2,1,3,0,0.3,0
25,0,0,0,4,0.0,1,2,1,7,1,0.7,1
26,0,0,0,0,0.0,1,2,2,5,0,0.5,0
42,0,0,0,1,2.0,1,3,2,1,0,0.1,0
25,0,0,0,1,0.0,2,2,1,4,0,0.4,0
26,0,1,0,13,-1.0,1,2,2,10,1,1.0,1
31,0,0,0,9,0.0,1,2,1,7,0,0.7,1
35,0,0,1,1,1.0,1,3,1,2,0,0.2,0
41,0,0,0,4,9.0,2,2,1,2,1,0.2,0
34,0,0,0,0,116.0,1,3,1,1,0,0.1,0
46,0,0,0,5,0.0,1,3,2,1,0,0.1,0
33,0,0,0,1,0.0,2,3,2,2,0,0.2,0
30,0,0,1,3,0.0,1,2,1,2,0,0.2,0
50,0,0,0,7,1.0,2,2,2,4,0,0.4,0
21,0,0,0,0,50.0,1,2,1,5,0,0.5,0
31,0,0,0,16,482.0,1,4,1,10,1,1.0,1
31,0,0,0,2,3.0,1,2,1,7,1,0.7,1
23,0,0,0,0,0.0,2,2,2,4,0,0.4,0
25,0,0,0,1,1.0,1,2,1,6,0,0.6,0
24,0,0,0,1,1.0,2,3,1,5,0,0.5,0
31,0,0,0,13,0.0,1,2,2,10,1,1.0,1
60,0,0,0,0,2.0,1,2,1,1,0,0.1,0
30,0,0,0,2,0.0,1,2,1,2,0,0.2,0
32,0,0,0,0,0.0,2,1,2,1,0,0.1,0
46,0,0,0,0,-1.0,1,3,2,1,0,0.1,0
21,0,0,1,0,0.0,1,3,2,4,1,0.4,0
28,4,0,0,6,0.0,1,2,2,9,0,0.9,1
35,0,0,0,0,1.0,1,2,1,8,0,0.8,1
34,0,0,0,2,9.0,1,4,1,3,1,0.3,0
41,0,0,0,2,161.0,1,6,1,8,1,0.8,1
40,0,0,0,7,1.0,2,2,2,4,0,0.4,0
23,0,0,0,1,15.0,1,2,1,10,1,1.0,1
23,0,0,0,3,1.0,1,2,1,6,1,0.6,0
28,0,0,0,2,2.0,1,2,2,4,0,0.4,0
21,0,0,0,0,0.0,1,4,1,4,1,0.4,0
46,0,0,1,2,3.0,1,3,2,4,0,0.4,0
56,0,0,0,1,0.0,1,2,1,2,0,0.2,0
41,0,0,0,19,62.0,1,2,1,6,0,0.6,0
40,0,0,0,8,0.0,1,4,1,5,1,0.5,0
30,0,0,0,5,2.0,1,4,1,3,1,0.3,0
24,0,0,0,1,0.0,1,2,2,4,1,0.4,0
25,0,0,1,7,12.0,1,2,1,8,0,0.8,1
33,0,0,0,0,0.0,2,3,2,1,0,0.1,0
48,0,0,0,2,4.0,1,3,2,8,0,0.8,1
33,0,0,0,11,44.0,1,2,1,6,1,0.6,0
25,0,0,0,0,0.0,1,4,1,7,0,0.7,1
25,0,0,0,6,1.0,1,3,1,8,1,0.8,1
58,0,0,0,38,87.0,1,2,1,7,1,0.7,1
30,0,1,1,7,0.0,1,2,1,5,1,0.5,0
37,0,0,0,0,2.0,1,4,1,3,1,0.3,0
43,0,0,0,7,8.0,2,3,1,8,0,0.8,1
32,0,0,0,0,1.0,1,3,1,3,0,0.3,0
33,0,0,0,3,0.0,1,1,1,7,0,0.7,1
39,0,1,0,4,0.0,1,1,1,2,1,0.2,0
49,0,0,0,4,5.0,1,3,1,1,0,0.1,0
24,0,0,0,0,18.0,1,3,1,4,0,0.4,0
26,0,0,0,1,-1.0,1,2,1,9,0,0.9,1
42,0,0,0,0,1.0,1,3,1,2,0,0.2,0
22,0,0,0,1,6.0,1,2,1,6,1,0.6,0
36,0,0,0,0,0.0,1,4,1,1,0,0.1,0
29,0,0,1,7,27.0,1,3,2,7,1,0.7,1
39,0,0,0,0,18.0,1,3,2,3,0,0.3,0
27,0,2,1,13,14.0,1,2,1,6,1,0.6,0
38,0,0,0,2,7.0,1,3,1,5,1,0.5,0
20,0,0,0,0,3.0,1,3,1,2,1,0.2,0
25,2,0,0,4,86.0,1,2,1,10,1,1.0,1
53,0,0,0,0,0.0,1,3,2,1,0,0.1,0
27,0,0,0,0,6.0,2,2,2,8,1,0.8,1
21,0,0,0,0,6.0,1,1,1,5,1,0.5,0
50,0,0,0,1,5.0,1,3,2,1,1,0.1,0
41,0,0,0,4,0.0,1,2,1,5,0,0.5,0
34,0,0,0,4,530.0,1,2,1,2,1,0.2,0
22,0,0,2,5,4.0,1,3,1,8,1,0.8,1
22,0,0,2,0,2.0,1,3,1,7,1,0.7,1
25,0,0,0,2,26.0,1,2,1,5,0,0.5,0
42,0,0,0,1,1.0,1,2,1,4,1,0.4,0
27,0,0,0,2,1.0,2,3,1,3,0,0.3,0
51,0,0,0,2,1.0,1,1,1,1,0,0.1,0
33,0,0,0,23,369.0,1,2,1,9,1,0.9,1
24,0,0,1,0,-1.0,1,2,1,3,0,0.3,0
37,0,0,0,4,92.0,1,2,1,4,0,0.4,0
37,0,0,0,0,0.0,1,3,2,1,0,0.1,0
27,0,0,0,0,0.0,2,1,2,2,0,0.2,0
21,0,0,0,0,5.0,1,1,1,6,0,0.6,0
35,0,0,0,1,1.0,1,2,1,1,1,0.1,0
24,0,0,0,0,36.0,2,3,1,8,0,0.8,1
21,1,0,0,1,0.0,1,1,1,7,0,0.7,1
49,0,0,0,2,1.0,1,3,2,1,0,0.1,0
38,0,0,0,9,2.0,1,2,1,6,0,0.6,0
61,0,0,0,0,0.0,1,1,2,1,0,0.1,0
30,0,0,0,0,0.0,2,2,2,2,0,0.2,0
22,0,0,0,3,128.0,1,2,1,6,0,0.6,0
25,0,0,0,0,1.0,1,2,1,7,1,0.7,1
30,0,0,0,3,1.0,2,4,2,3,1,0.3,0
52,0,0,0,0,0.0,1,3,2,1,0,0.1,0
26,0,0,0,0,0.0,1,3,1,2,0,0.2,0
26,0,0,0,0,1.0,1,1,2,4,0,0.4,0
29,0,1,0,6,0.0,1,2,1,7,0,0.7,1
45,0,0,0,9,54.0,1,3,1,9,1,0.9,1
20,0,0,0,0,0.0,1,2,1,9,1,0.9,1
29,0,0,0,4,80.0,1,2,1,8,0,0.8,1
43,0,0,0,1,69.0,1,3,1,6,1,0.6,0
26,0,0,0,2,0.0,1,3,1,5,0,0.5,0
46,0,0,0,4,0.0,2,2,1,4,0,0.4,0
46,0,0,0,0,1.0,2,2,1,1,0,0.1,0
39,0,0,0,8,1.0,1,3,1,1,0,0.1,0
29,0,0,0,12,5.0,1,2,1,10,1,1.0,1
41,0,0,0,0,-1.0,1,3,2,1,0,0.1,0
29,0,0,1,11,19.0,1,2,1,10,1,1.0,1
25,0,0,0,5,0.0,2,2,1,7,0,0.7,1
23,1,0,0,2,18.0,1,2,1,7,0,0.7,1
46,0,0,0,1,55.0,2,2,1,8,1,0.8,1
30,0,0,0,0,0.0,1,3,2,3,0,0.3,0
34,0,0,0,1,2.0,1,3,1,6,0,0.6,0
70,0,0,0,11,12.0,1,3,1,1,1,0.1,0
52,0,0,0,2,1.0,1,3,1,1,0,0.1,0
51,0,0,0,4,7.0,1,2,2,2,0,0.2,0
45,0,0,0,15,1.0,2,5,1,10,1,1.0,1
55,0,0,0,21,85.0,1,2,1,6,1,0.6,0
49,0,0,0,1,1.0,2,3,1,1,0,0.1,0
26,0,0,0,9,1.0,2,2,2,6,1,0.6,0
47,0,0,0,0,0.0,2,3,1,1,0,0.1,0
27,0,0,0,0,1.0,1,2,2,2,0,0.2,0
25,0,2,0,5,0.0,1,3,2,7,1,0.7,1
21,0,1,0,1,59.0,1,2,1,10,1,1.0,1
37,0,0,1,26,1.0,1,2,1,10,1,1.0,1
21,0,0,0,1,49.0,1,2,1,9,1,0.9,1
21,0,0,0,0,1.0,1,2,1,6,0,0.6,0
25,0,0,0,4,0.0,1,2,1,10,1,1.0,1
27,0,0,0,3,1.0,2,2,1,5,1,0.5,0
30,0,0,0,3,12.0,1,3,1,4,1,0.4,0
70,0,0,0,0,0.0,1,3,2,1,0,0.1,0
37,0,0,0,11,0.0,1,3,1,9,1,0.9,1
46,0,0,0,5,2.0,1,2,1,5,1,0.5,0
40,0,0,0,4,2.0,1,1,2,1,1,0.1,0
20,1,0,0,1,217.0,1,2,1,8,1,0.8,1
43,0,0,0,18,9.0,1,2,1,4,1,0.4,0
38,0,0,0,15,55.0,1,2,1,6,0,0.6,0
29,0,0,0,0,0.0,1,2,1,4,0,0.4,0
37,0,0,0,8,1.0,1,2,2,2,1,0.2,0
38,0,0,0,3,0.0,1,4,1,4,0,0.4,0
27,0,0,0,0,0.0,2,3,1,3,0,0.3,0
20,0,0,0,0,10.0,2,1,2,5,1,0.5,0
44,0,0,0,0,0.0,1,4,2,1,0,0.1,0
31,0,0,0,6,1.0,1,3,2,5,0,0.5,0
29,0,0,0,3,1.0,1,2,1,2,1,0.2,0
48,0,0,0,13,74.0,1,3,1,7,1,0.7,1
30,0,0,0,0,0.0,2,2,2,2,0,0.2,0
25,0,0,0,2,11.0,2,3,1,5,1,0.5,0
40,0,0,0,3,1.0,1,2,1,2,0,0.2,0
49,0,0,0,3,1.0,2,3,1,2,0,0.2,0
33,0,0,0,1,1.0,1,3,2,3,0,0.3,0
26,0,0,0,5,1.0,1,3,1,5,1,0.5,0
31,0,1,0,1,1.0,1,4,2,3,0,0.3,0
61,0,0,0,1,0.0,1,3,2,1,0,0.1,0
30,0,0,0,2,0.0,1,3,1,4,0,0.4,0
62,0,0,0,0,2.0,1,3,2,1,0,0.1,0
27,0,0,0,4,54.0,2,3,2,8,1,0.8,1
48,0,0,0,9,1.0,1,3,1,6,0,0.6,0
40,0,0,0,0,1.0,2,3,1,2,0,0.2,0
24,0,0,0,0,2.0,1,3,1,4,0,0.4,0
22,0,0,0,0,1.0,1,2,1,4,1,0.4,0
30,0,0,0,4,15.0,1,2,2,8,1,0.8,1
63,0,0,0,0,0.0,1,3,2,1,0,0.1,0
46,0,0,0,0,0.0,1,4,2,1,0,0.1,0
33,0,0,0,4,1.0,1,2,1,10,0,1.0,1
21,1,0,0,1,0.0,2,2,1,6,1,0.6,0
43,0,0,0,0,1.0,1,3,2,4,1,0.4,0
26,0,0,0,3,33.0,1,2,1,10,1,1.0,1
51,0,0,0,1,7.0,1,2,1,1,0,0.1,0
39,0,0,0,3,1.0,1,3,1,1,1,0.1,0
30,0,0,0,0,1.0,2,4,2,3,1,0.3,0
32,0,0,0,14,1.0,1,2,1,8,1,0.8,1
22,0,0,0,0,0.0,1,2,2,6,0,0.6,0
59,0,0,0,0,0.0,1,3,1,1,0,0.1,0
38,0,5,0,37,30.0,1,2,2,7,1,0.7,1
23,0,0,0,2,237.0,1,2,1,6,0,0.6,0
42,0,0,0,0,1.0,1,2,2,1,1,0.1,0
20,1,0,0,1,15.0,1,2,1,3,1,0.3,0
38,0,0,0,2,192.0,1,2,1,7,1,0.7,1
34,0,0,0,2,1.0,2,3,1,3,0,0.3,0
36,0,0,0,7,2.0,2,2,1,3,1,0.3,0
35,0,0,0,7,76.0,1,3,1,4,1,0.4,0
36,0,0,0,0,1.0,1,2,2,3,1,0.3,0
31,0,0,0,1,13.0,1,2,1,1,0,0.1,0
28,0,0,0,3,4.0,2,2,1,4,1,0.4,0
28,0,0,0,1,0.0,1,2,1,2,1,0.2,0
60,0,0,0,3,120.0,1,3,1,1,0,0.1,0
43,0,0,0,0,1.0,1,2,1,4,0,0.4,0
40,0,0,0,1,1.0,1,2,1,1,0,0.1,0
31,0,2,0,15,2.0,1,2,1,9,1,0.9,1
54,0,0,0,6,13.0,1,2,1,7,1,0.7,1
26,0,0,0,1,0.0,1,2,1,6,0,0.6,0
24,0,0,0,17,130.0,1,2,1,9,1,0.9,1
41,0,0,0,0,1.0,1,4,1,1,1,0.1,0
21,0,0,1,1,242.0,1,2,1,9,1,0.9,1
29,0,0,0,1,1.0,2,4,1,2,1,0.2,0
22,0,0,1,0,0.0,1,2,1,3,0,0.3,0
52,0,0,0,9,33.0,1,4,1,7,1,0.7,1
40,0,0,0,0,1.0,2,1,1,1,0,0.1,0
37,0,0,0,0,0.0,2,3,1,1,0,0.1,0
21,0,0,0,1,5.0,1,1,1,4,0,0.4,0
45,0,0,0,1,6.0,2,2,1,4,0,0.4,0
29,0,0,0,1,0.0,1,2,2,2,1,0.2,0
46,0,0,0,10,9.0,1,2,1,5,1,0.5,0
21,0,1,2,1,12.0,1,3,1,8,0,0.8,1
50,1,0,0,7,0.0,1,2,2,9,0,0.9,1
35,0,0,0,6,1.0,1,3,1,5,1,0.5,0
52,0,0,0,1,70.0,1,2,2,1,1,0.1,0
48,0,0,0,0,0.0,1,3,2,1,0,0.1,0
29,0,0,3,9,214.0,2,2,2,8,1,0.8,1
48,0,0,0,0,1.0,1,3,2,1,0,0.1,0
31,0,0,0,10,8.0,1,2,1,6,1,0.6,0
21,0,0,0,3,127.0,1,3,1,8,1,0.8,1
32,0,0,0,0,22.0,1,1,1,1,1,0.1,0
47,0,0,0,0,3.0,1,2,2,5,0,0.5,0
62,0,0,0,1,0.0,1,2,2,7,0,0.7,1
21,1,2,2,3,0.0,1,2,1,10,1,1.0,1
35,3,0,0,13,0.0,1,2,1,10,0,1.0,1
46,0,0,0,3,20.0,1,2,2,1,1,0.1,0
34,0,0,0,5,5.0,1,2,1,4,1,0.4,0
52,0,0,0,2,3.0,1,2,1,1,0,0.1,0
39,0,1,0,7,178.0,2,2,1,2,0,0.2,0
21,0,0,0,0,9.0,1,3,2,8,1,0.8,1
53,0,0,0,1,1.0,1,3,2,1,0,0.1,0
19,0,0,0,0,1.0,2,3,1,3,1,0.3,0
22,0,0,0,0,2.0,1,2,2,6,0,0.6,0
45,0,0,0,1,2.0,1,2,1,3,0,0.3,0
27,0,0,0,0,1.0,2,3,1,2,0,0.2,0
25,0,0,0,0,0.0,1,3,2,2,0,0.2,0
30,0,0,0,0,-1.0,1,3,1,4,1,0.4,0
31,0,0,0,2,-1.0,1,2,1,5,1,0.5,0
28,0,0,0,3,1.0,1,3,1,3,0,0.3,0
36,0,0,0,3,2.0,1,2,2,2,1,0.2,0
27,0,0,0,7,10.0,1,2,1,5,1,0.5,0
42,0,0,0,1,0.0,1,2,1,2,0,0.2,0
35,0,0,0,0,40.0,1,3,1,5,1,0.5,0
33,0,0,0,2,0.0,2,3,1,2,0,0.2,0
24,1,0,0,6,218.0,1,4,1,10,1,1.0,1
25,0,1,0,21,2.0,1,2,1,10,1,1.0,1
42,0,0,0,0,1.0,2,3,2,1,0,0.1,0
21,0,0,0,0,3.0,1,2,1,6,1,0.6,0
28,0,0,0,0,0.0,2,2,2,2,0,0.2,0
27,0,0,0,25,40.0,1,2,1,10,1,1.0,1
21,0,0,0,0,2.0,2,3,1,6,0,0.6,0
26,0,0,0,0,5.0,1,3,2,6,1,0.6,0
36,0,0,0,0,0.0,1,3,1,1,0,0.1,0
23,0,0,0,1,0.0,1,2,2,8,1,0.8,1
49,0,0,0,0,1.0,1,3,1,7,1,0.7,1
29,0,0,0,11,65.0,1,2,1,8,1,0.8,1
44,0,0,0,0,1.0,1,3,1,2,1,0.2,0
28,0,0,0,1,24.0,1,3,2,3,0,0.3,0
27,0,0,0,2,0.0,1,2,2,6,1,0.6,0
35,0,0,0,12,0.0,2,2,1,7,1,0.7,1
36,0,0,0,19,0.0,1,2,2,8,1,0.8,1
46,0,0,0,2,45.0,1,3,2,2,0,0.2,0
34,0,0,0,3,0.0,1,2,1,1,0,0.1,0
45,0,0,0,15,0.0,1,2,1,3,1,0.3,0
28,0,0,0,9,16.0,1,2,1,3,1,0.3,0
25,0,0,0,1,4.0,2,2,1,3,0,0.3,0
21,0,1,0,1,0.0,1,2,2,8,0,0.8,1
48,0,0,0,1,0.0,1,2,1,1,0,0.1,0
37,0,0,0,1,0.0,1,3,2,2,0,0.2,0
24,0,0,0,3,0.0,1,2,1,6,1,0.6,0
37,0,0,0,1,1.0,1,3,2,1,1,0.1,0
39,0,0,0,1,0.0,1,3,1,3,0,0.3,0
24,0,0,1,1,21.0,1,3,1,5,1,0.5,0
49,0,0,0,2,0.0,1,1,1,1,0,0.1,0
35,0,0,0,3,0.0,1,2,1,10,1,1.0,1
23,0,0,0,1,1.0,1,2,1,2,1,0.2,0
36,0,0,0,4,8.0,1,3,1,3,1,0.3,0
43,0,0,0,5,0.0,1,3,1,5,0,0.5,0
28,0,0,0,6,1.0,1,2,2,8,1,0.8,1
21,1,0,0,4,54.0,2,2,1,10,1,1.0,1
53,0,0,0,1,0.0,1,2,2,2,0,0.2,0
27,0,0,0,2,1.0,2,2,2,4,1,0.4,0
39,0,0,0,0,2.0,1,3,2,1,0,0.1,0
47,0,0,0,22,1.0,1,2,1,7,1,0.7,1
28,0,0,0,4,2.0,1,2,1,2,1,0.2,0
49,0,0,0,7,0.0,1,3,1,6,0,0.6,0
36,0,0,0,2,0.0,1,3,1,1,0,0.1,0
24,0,0,0,1,3.0,2,2,1,9,0,0.9,1
35,0,0,0,0,1.0,1,4,2,2,0,0.2,0
23,0,0,0,3,1.0,1,2,1,7,0,0.7,1
26,0,0,0,2,1.0,1,2,1,2,0,0.2,0
31,0,0,0,7,54.0,1,2,1,4,1,0.4,0
30,0,3,2,14,5.0,2,2,1,10,1,1.0,1
25,0,0,0,2,1.0,1,3,2,6,0,0.6,0
24,0,0,0,6,1.0,1,2,1,10,1,1.0,1
34,0,0,0,1,0.0,1,4,1,1,1,0.1,0
26,0,0,0,2,28.0,1,2,2,4,0,0.4,0
26,0,0,0,7,0.0,1,2,2,8,0,0.8,1
60,0,0,0,0,1.0,1,4,1,1,0,0.1,0
20,0,0,0,0,0.0,2,2,1,5,0,0.5,0
36,1,0,0,10,84.0,1,3,2,9,1,0.9,1
23,0,0,0,0,0.0,1,3,1,3,0,0.3,0
26,0,0,0,5,6.0,1,2,1,7,1,0.7,1
40,0,0,0,4,1.0,1,3,2,1,0,0.1,0
28,0,0,0,1,1.0,1,1,1,3,1,0.3,0
49,0,0,0,1,5.0,1,4,1,1,1,0.1,0
46,0,0,0,8,279.0,1,2,1,3,1,0.3,0
19,0,1,0,1,-1.0,1,2,1,10,1,1.0,1
53,0,0,0,1,11.0,1,3,1,1,0,0.1,0
56,0,0,0,5,8.0,1,3,1,2,0,0.2,0
24,0,0,0,0,0.0,2,2,1,3,0,0.3,0
31,0,0,0,0,1.0,1,4,1,1,0,0.1,0
33,0,0,0,2,-1.0,2,3,1,3,0,0.3,0
26,0,3,0,8,41.0,1,3,1,10,1,1.0,1
56,0,0,0,1,2.0,1,3,2,1,0,0.1,0
32,0,0,0,2,0.0,1,3,1,2,0,0.2,0
25,0,0,0,0,3.0,1,3,1,2,1,0.2,0
21,0,0,0,1,0.0,1,2,1,2,0,0.2,0
38,0,0,0,3,1.0,1,2,1,5,0,0.5,0
23,0,0,0,0,1.0,1,3,1,2,0,0.2,0
67,0,0,0,4,0.0,1,2,2,1,0,0.1,0
20,0,0,1,0,8.0,1,3,1,6,1,0.6,0
39,0,0,0,4,1.0,2,3,1,1,1,0.1,0
24,0,0,0,1,6.0,1,2,1,2,1,0.2,0
23,0,0,0,0,0.0,1,4,1,2,0,0.2,0
49,0,0,0,3,0.0,1,2,1,4,0,0.4,0
31,0,0,0,7,77.0,1,2,1,7,1,0.7,1
20,0,0,0,1,16.0,1,2,1,6,1,0.6,0
28,0,0,0,0,13.0,1,3,2,3,0,0.3,0
67,0,0,0,3,1.0,1,3,1,1,0,0.1,0
33,0,0,0,0,1.0,1,4,1,1,0,0.1,0
20,1,0,0,1,0.0,1,4,1,8,1,0.8,1
40,0,0,0,4,78.0,1,3,1,3,0,0.3,0
52,0,0,0,0,0.0,1,2,1,1,0,0.1,0
45,0,0,0,17,46.0,1,2,1,7,1,0.7,1
27,0,0,1,8,1.0,1,2,1,7,1,0.7,1
22,0,0,0,1,1.0,1,3,1,9,0,0.9,1
36,0,0,0,9,0.0,1,3,1,7,0,0.7,1
40,0,0,0,0,0.0,1,3,2,1,1,0.1,0
30,0,0,0,1,0.0,1,3,2,8,1,0.8,1
42,0,0,0,1,0.0,1,2,1,1,0,0.1,0
24,0,0,1,2,1.0,1,2,1,3,1,0.3,0
46,0,0,0,4,2.0,1,3,1,2,0,0.2,0
38,0,0,0,4,-1.0,1,2,1,3,0,0.3,0
39,0,0,0,2,104.0,1,4,1,1,1,0.1,0
32,0,0,0,0,7.0,2,4,2,3,1,0.3,0
26,0,0,0,0,1.0,1,3,2,5,0,0.5,0
54,0,0,0,1,1.0,1,3,2,1,1,0.1,0
27,0,0,0,2,10.0,1,4,1,3,0,0.3,0
61,0,0,0,1,1.0,1,3,1,4,0,0.4,0
51,0,0,0,1,0.0,1,2,2,4,1,0.4,0
57,0,0,0,0,27.0,1,3,1,1,0,0.1,0
24,0,0,3,3,1.0,1,3,2,5,1,0.5,0
34,0,0,0,1,0.0,1,2,1,1,0,0.1,0
27,0,0,0,1,1.0,1,4,1,2,0,0.2,0
28,0,0,0,10,3.0,2,2,2,7,1,0.7,1
35,0,0,0,10,0.0,1,2,2,8,1,0.8,1
30,0,0,0,6,1.0,1,2,1,6,1,0.6,0
53,0,0,0,1,5.0,1,1,1,5,0,0.5,0
44,0,0,0,0,1.0,1,2,1,1,0,0.1,0
57,0,0,0,3,0.0,1,3,2,3,1,0.3,0
61,0,0,0,10,22.0,1,3,1,6,0,0.6,0
26,0,0,0,1,0.0,1,2,1,9,1,0.9,1
48,1,0,0,10,4.0,1,2,1,7,1,0.7,1
42,0,0,0,4,0.0,1,2,2,1,0,0.1,0
38,0,0,0,10,0.0,1,3,1,8,1,0.8,1
39,0,0,0,4,6.0,1,2,1,2,0,0.2,0
53,0,0,0,0,0.0,2,3,2,1,0,0.1,0
26,0,0,0,3,1.0,1,2,2,10,0,1.0,1
22,0,0,0,1,0.0,1,2,1,7,1,0.7,1
50,0,0,0,0,30.0,1,3,1,7,0,0.7,1
44,3,0,0,16,81.0,1,3,2,7,0,0.7,1
24,0,1,3,4,1.0,1,2,1,6,1,0.6,0
21,0,0,0,0,1.0,1,2,1,7,1,0.7,1
50,0,0,0,0,2.0,1,3,1,1,0,0.1,0
36,0,0,0,0,1.0,2,3,2,1,0,0.1,0
39,0,0,0,0,54.0,1,3,1,3,0,0.3,0
24,0,0,0,2,13.0,2,2,1,4,0,0.4,0
54,0,0,0,7,18.0,2,2,1,6,0,0.6,0
29,0,0,0,0,0.0,1,2,2,2,0,0.2,0
26,0,0,0,0,0.0,1,3,2,6,0,0.6,0
41,0,0,0,3,1.0,1,2,1,4,1,0.4,0
23,0,0,0,1,2.0,1,2,1,6,1,0.6,0
34,0,0,0,0,0.0,1,3,2,1,0,0.1,0
31,0,0,0,11,11.0,1,3,1,7,1,0.7,1
20,0,0,0,0,1.0,1,2,1,3,0,0.3,0
49,0,0,0,10,43.0,1,2,1,6,1,0.6,0
26,0,0,0,4,0.0,1,2,1,8,1,0.8,1
28,0,0,0,1,0.0,1,2,1,4,1,0.4,0
26,0,0,0,0,0.0,1,2,1,2,0,0.2,0
55,0,0,0,1,0.0,1,2,1,4,0,0.4,0
22,0,0,0,0,2.0,1,2,2,9,0,0.9,1
26,0,0,0,0,1.0,2,2,2,4,0,0.4,0
56,0,0,0,0,1.0,1,1,2,1,0,0.1,0
66,0,0,0,1,167.0,1,3,1,1,0,0.1,0
46,0,0,0,2,1.0,1,1,1,3,0,0.3,0
58,0,0,0,16,68.0,1,2,1,6,1,0.6,0
28,0,0,0,4,29.0,1,2,1,7,0,0.7,1
33,0,0,0,8,1.0,1,2,1,6,0,0.6,0
31,0,0,0,0,0.0,2,2,2,2,0,0.2,0
26,0,0,0,1,0.0,1,2,2,5,0,0.5,0
35,0,0,0,4,0.0,1,2,2,5,0,0.5,0
41,0,0,0,12,10.0,2,3,1,7,1,0.7,1
34,0,0,0,0,0.0,1,3,2,1,0,0.1,0
33,0,0,0,0,1.0,1,1,1,1,0,0.1,0
32,0,0,0,0,0.0,2,2,1,2,0,0.2,0
37,0,0,0,9,1.0,1,2,1,6,1,0.6,0
50,0,0,0,1,0.0,1,2,1,5,0,0.5,0
35,0,0,0,1,2.0,1,3,1,2,0,0.2,0
47,0,0,0,0,4.0,2,3,2,3,1,0.3,0
52,0,0,0,8,43.0,2,2,1,9,0,0.9,1
26,0,1,2,5,6.0,1,2,1,7,1,0.7,1
36,0,0,0,1,0.0,1,2,2,9,1,0.9,1
45,0,0,0,13,0.0,1,2,1,1,1,0.1,0
19,0,0,0,0,1.0,1,1,2,9,1,0.9,1
41,0,0,0,8,1.0,1,2,1,2,1,0.2,0
24,0,0,0,0,1.0,1,2,2,2,0,0.2,0
21,0,1,0,1,1.0,1,2,1,9,0,0.9,1
54,0,0,0,0,0.0,1,3,2,1,0,0.1,0
49,0,0,0,0,73.0,1,3,1,1,0,0.1,0
42,0,0,0,1,292.0,1,3,1,2,0,0.2,0
21,0,0,0,1,1.0,1,2,1,4,1,0.4,0
61,0,0,0,30,49.0,1,2,1,4,0,0.4,0
46,0,0,0,5,-1.0,1,3,1,8,1,0.8,1
74,0,0,0,0,0.0,1,3,2,1,0,0.1,0
38,0,0,0,0,0.0,2,4,1,1,0,0.1,0
75,0,0,0,2,0.0,1,3,2,1,0,0.1,0
39,0,0,0,1,0.0,2,2,1,1,0,0.1,0
38,0,0,0,0,4.0,2,2,1,1,0,0.1,0
19,1,0,1,1,1.0,1,2,1,7,1,0.7,1
28,0,0,0,0,1.0,1,3,1,2,1,0.2,0
53,0,0,0,2,0.0,1,2,1,1,0,0.1,0
25,0,0,0,1,28.0,1,2,1,6,1,0.6,0
53,0,0,0,1,0.0,1,3,2,1,0,0.1,0
53,0,0,0,4,0.0,1,2,1,7,0,0.7,1
23,0,1,0,2,76.0,1,2,1,9,0,0.9,1
55,0,0,0,33,242.0,1,3,1,9,1,0.9,1
64,0,0,0,1,1.0,2,3,1,1,0,0.1,0
23,0,0,0,1,27.0,1,2,2,7,1,0.7,1
38,0,0,0,1,0.0,1,4,2,1,0,0.1,0
23,0,0,2,4,0.0,1,2,1,8,1,0.8,1
41,0,0,0,0,0.0,2,4,1,1,0,0.1,0
53,0,0,0,0,0.0,1,1,2,1,0,0.1,0
34,0,0,0,0,2.0,1,2,1,1,0,0.1,0
24,0,0,0,0,1.0,1,4,1,1,1,0.1,0
26,0,0,0,1,32.0,1,2,2,1,0,0.1,0
44,0,0,0,4,1.0,1,3,1,2,0,0.2,0
27,0,0,0,0,5.0,2,3,1,2,0,0.2,0
